No.,Acc,Pre,Recall,F1,AUC,Specificity,"CM(TN,FP,FN,TP)",Test_loss,Total_epoch,Best_epoch,Best_val_acc,Tr_time,hyperpara
0,0.7862068965517242,0.7333333333333333,0.8333333333333334,0.7801418439716311,0.871595703874185,0.7468354430379747,[59 20 11 55],0.4541173934936523,122,91,0.8390804597701149,0:05:11,U_sani2_seed1111_b0.001_l0.65_d0.1_r0.25_m0.8_c1.0
1,0.7793103448275862,0.7236842105263158,0.8333333333333334,0.7746478873239436,0.8409090909090908,0.7341772151898734,[58 21 11 55],0.48395957946777346,98,67,0.896551724137931,0:04:44,U_sani2_seed5555_b0.001_l0.65_d0.1_r0.25_m0.8_c1.0
2,0.7517241379310344,0.6744186046511628,0.8787878787878788,0.7631578947368421,0.8661296509397776,0.6455696202531646,[51 28 8 58],0.470429801940918,61,30,0.8505747126436781,0:03:30,U_sani2_seed4444_b0.001_l0.65_d0.1_r0.25_m0.8_c1.0
3,0.7448275862068966,0.8717948717948718,0.5151515151515151,0.6476190476190476,0.8274836977368623,0.9367088607594937,[74 5 32 34],0.5603363037109375,165,134,0.8505747126436781,0:08:59,U_sani2_seed3333_b0.001_l0.65_d0.1_r0.25_m0.8_c1.0
4,0.8275862068965517,0.8727272727272727,0.7272727272727273,0.7933884297520661,0.8614307633294975,0.9113924050632911,[72 7 18 48],0.4402782440185547,60,29,0.8160919540229885,0:03:27,U_sani2_seed2222_b0.001_l0.65_d0.1_r0.25_m0.8_c1.0
